;Dzien tygodnia;data;nowe przypadki;zgony;ozdrowieńcy;kwarantanna;wojewodztwo;testy
3407;czwartek;2021-05-27;30;9.0;56.0;1583;świętokrzyskie;1931.0
3408;czwartek;2021-05-27;37;5.0;78.0;1880;warmińsko-mazurskie;2013.0
3409;czwartek;2021-05-27;130;16.0;184.0;8336;wielkopolskie;4959.0
3410;czwartek;2021-05-27;74;6.0;123.0;3763;zachodniopomorskie;2795.0
3411;piątek;2021-05-28;946;117.0;2432.0;81171;cały kraj;55668.0
3412;piątek;2021-05-28;84;13.0;221.0;6440;dolnośląskie;3902.0
3413;piątek;2021-05-28;39;8.0;101.0;2752;kujawsko-pomorskie;2417.0
3414;piątek;2021-05-28;53;6.0;135.0;4086;lubelskie;2376.0
3415;piątek;2021-05-28;14;1.0;47.0;1968;lubuskie;1515.0
3416;piątek;2021-05-28;71;6.0;219.0;6382;łódzkie;3953.0
3417;piątek;2021-05-28;66;10.0;176.0;5469;małopolskie;3874.0
3418;piątek;2021-05-28;113;9.0;290.0;19852;mazowieckie;8434.0
3419;piątek;2021-05-28;34;4.0;70.0;2399;opolskie;1282.0
3420;piątek;2021-05-28;27;9.0;54.0;1976;podkarpackie;2726.0
3421;piątek;2021-05-28;32;5.0;93.0;1502;podlaskie;1093.0
3422;piątek;2021-05-28;60;1.0;127.0;5250;pomorskie;4299.0
3423;piątek;2021-05-28;123;20.0;360.0;7200;śląskie;5822.0
3424;piątek;2021-05-28;28;4.0;54.0;1577;świętokrzyskie;1379.0
3425;piątek;2021-05-28;21;2.0;73.0;1842;warmińsko-mazurskie;1717.0
3426;piątek;2021-05-28;110;13.0;270.0;8645;wielkopolskie;4170.0
3427;piątek;2021-05-28;56;6.0;134.0;3811;zachodniopomorskie;2342.0
3428;piątek;2021-05-29;775;125.0;2199.0;78901;cały kraj;61924.0
3429;piątek;2021-05-29;71;9.0;232.0;6196;dolnośląskie;4382.0
3430;piątek;2021-05-29;27;6.0;100.0;2820;kujawsko-pomorskie;2909.0
3431;piątek;2021-05-29;52;6.0;110.0;3833;lubelskie;2865.0
3432;piątek;2021-05-29;16;5.0;49.0;1942;lubuskie;1503.0
3433;piątek;2021-05-29;52;9.0;172.0;6294;łódzkie;4385.0
3434;piątek;2021-05-29;48;7.0;193.0;5220;małopolskie;5227.0
3435;piątek;2021-05-29;106;8.0;270.0;20012;mazowieckie;10485.0
3436;piątek;2021-05-29;32;3.0;77.0;2262;opolskie;1342.0
3437;piątek;2021-05-29;19;3.0;54.0;2037;podkarpackie;2676.0
3438;piątek;2021-05-29;21;0.0;60.0;1340;podlaskie;1521.0
3439;piątek;2021-05-29;36;7.0;128.0;5023;pomorskie;4362.0
3440;piątek;2021-05-29;98;32.0;249.0;6629;śląskie;7109.0
3441;piątek;2021-05-29;27;5.0;62.0;1442;świętokrzyskie;1519.0
3442;piątek;2021-05-29;24;6.0;48.0;1795;warmińsko-mazurskie;1891.0
3443;piątek;2021-05-29;105;10.0;252.0;8520;wielkopolskie;4459.0
3444;piątek;2021-05-29;39;9.0;136.0;3515;zachodniopomorskie;2557.0
3445;sobota;2021-05-30;579;56.0;1685.0;73205;cały kraj;44979.0
3446;sobota;2021-05-30;53;3.0;160.0;5665;dolnośląskie;2927.0
3447;sobota;2021-05-30;22;0.0;83.0;2394;kujawsko-pomorskie;1571.0
3448;sobota;2021-05-30;25;0.0;88.0;3330;lubelskie;1883.0
3449;sobota;2021-05-30;11;2.0;29.0;1837;lubuskie;964.0
3450;sobota;2021-05-30;47;0.0;134.0;5740;łódzkie;3046.0
3451;sobota;2021-05-30;46;2.0;144.0;4759;małopolskie;4027.0
3452;sobota;2021-05-30;78;11.0;227.0;19407;mazowieckie;7353.0
3453;sobota;2021-05-30;37;0.0;52.0;1981;opolskie;1060.0
3454;sobota;2021-05-30;12;4.0;48.0;2090;podkarpackie;2171.0
3455;sobota;2021-05-30;17;4.0;37.0;1198;podlaskie;899.0
3456;sobota;2021-05-30;24;0.0;109.0;4586;pomorskie;3055.0
3457;sobota;2021-05-30;76;19.0;204.0;6062;śląskie;4503.0
3458;sobota;2021-05-30;14;1.0;39.0;1274;świętokrzyskie;1358.0
3459;sobota;2021-05-30;14;1.0;43.0;1563;warmińsko-mazurskie;984.0
3460;sobota;2021-05-30;68;7.0;187.0;8008;wielkopolskie;3331.0
3461;sobota;2021-05-30;20;2.0;97.0;3281;zachodniopomorskie;1810.0
3462;poniedziałek;2021-05-31;333;7.0;1587.0;69079;cały kraj;32369.0
3463;poniedziałek;2021-05-31;33;0.0;152.0;5379;dolnośląskie;2199.0
3464;poniedziałek;2021-05-31;9;0.0;61.0;2259;kujawsko-pomorskie;1190.0
3465;poniedziałek;2021-05-31;13;0.0;110.0;2897;lubelskie;1156.0
3466;poniedziałek;2021-05-31;9;0.0;34.0;1706;lubuskie;764.0
3467;poniedziałek;2021-05-31;24;0.0;130.0;5310;łódzkie;2075.0
3468;poniedziałek;2021-05-31;19;2.0;127.0;4273;małopolskie;3100.0
3469;poniedziałek;2021-05-31;54;0.0;205.0;19169;mazowieckie;6129.0
3470;poniedziałek;2021-05-31;15;2.0;56.0;1770;opolskie;720.0
3471;poniedziałek;2021-05-31;10;0.0;36.0;1827;podkarpackie;1470.0
3472;poniedziałek;2021-05-31;11;0.0;38.0;1179;podlaskie;809.0
3473;poniedziałek;2021-05-31;24;0.0;88.0;4552;pomorskie;2066.0
3474;poniedziałek;2021-05-31;32;0.0;195.0;5729;śląskie;3577.0
3475;poniedziałek;2021-05-31;13;0.0;47.0;1150;świętokrzyskie;844.0
3476;poniedziałek;2021-05-31;9;0.0;32.0;1396;warmińsko-mazurskie;747.0
3477;poniedziałek;2021-05-31;32;3.0;198.0;7282;wielkopolskie;2235.0
3478;poniedziałek;2021-05-31;20;0.0;71.0;3176;zachodniopomorskie;1324.0
3479;wtorek;2021-06-01;588;111.0;1195.0;71529;cały kraj;59733.0
3480;wtorek;2021-06-01;48;7.0;101.0;5723;dolnośląskie;4238.0
3481;wtorek;2021-06-01;18;9.0;62.0;2396;kujawsko-pomorskie;2638.0
3482;wtorek;2021-06-01;43;3.0;52.0;2977;lubelskie;2999.0
3483;wtorek;2021-06-01;12;2.0;21.0;1774;lubuskie;1678.0
3484;wtorek;2021-06-01;59;12.0;105.0;5396;łódzkie;4467.0
3485;wtorek;2021-06-01;52;19.0;104.0;4481;małopolskie;4513.0
3486;wtorek;2021-06-01;56;7.0;145.0;19387;mazowieckie;8636.0
3487;wtorek;2021-06-01;18;2.0;58.0;1860;opolskie;1555.0
3488;wtorek;2021-06-01;12;3.0;23.0;1962;podkarpackie;2810.0
3489;wtorek;2021-06-01;17;1.0;33.0;1299;podlaskie;1534.0
3490;wtorek;2021-06-01;40;3.0;85.0;4423;pomorskie;4086.0
3491;wtorek;2021-06-01;61;24.0;154.0;6311;śląskie;6458.0
3492;wtorek;2021-06-01;26;10.0;29.0;1197;świętokrzyskie;1448.0
3493;wtorek;2021-06-01;22;3.0;23.0;1570;warmińsko-mazurskie;2096.0
3494;wtorek;2021-06-01;63;5.0;127.0;7460;wielkopolskie;4202.0
3495;wtorek;2021-06-01;32;1.0;69.0;3292;zachodniopomorskie;2842.0
3496;środa;2021-06-02;664;128.0;678.0;66209;cały kraj;57059.0
3497;środa;2021-06-02;65;6.0;64.0;5187;dolnośląskie;3780.0
3498;środa;2021-06-02;27;1.0;30.0;2073;kujawsko-pomorskie;2983.0
3499;środa;2021-06-02;49;8.0;30.0;2853;lubelskie;2499.0
3500;środa;2021-06-02;3;6.0;14.0;1665;lubuskie;1465.0
3501;środa;2021-06-02;61;14.0;50.0;5130;łódzkie;4028.0
3502;środa;2021-06-02;49;7.0;52.0;4070;małopolskie;4104.0
3503;środa;2021-06-02;87;8.0;105.0;18647;mazowieckie;8829.0
3504;środa;2021-06-02;25;3.0;20.0;1810;opolskie;1432.0
3505;środa;2021-06-02;11;11.0;15.0;1750;podkarpackie;2639.0
3506;środa;2021-06-02;26;3.0;18.0;1181;podlaskie;1191.0
3507;środa;2021-06-02;27;6.0;41.0;3875;pomorskie;3609.0
3508;środa;2021-06-02;85;18.0;96.0;5832;śląskie;6531.0
3509;środa;2021-06-02;12;8.0;18.0;1187;świętokrzyskie;1534.0
3510;środa;2021-06-02;14;6.0;15.0;1334;warmińsko-mazurskie;1798.0
3511;środa;2021-06-02;75;12.0;63.0;6707;wielkopolskie;4386.0
3512;środa;2021-06-02;38;11.0;45.0;2892;zachodniopomorskie;2392.0
3513;czwartek;2021-06-03;572;91.0;1164.0;64168;cały kraj;55146.0
3514;czwartek;2021-06-03;66;7.0;99.0;4893;dolnośląskie;4171.0
3515;czwartek;2021-06-03;28;1.0;55.0;2057;kujawsko-pomorskie;2349.0
3516;czwartek;2021-06-03;42;15.0;87.0;2864;lubelskie;2428.0
3517;czwartek;2021-06-03;10;4.0;24.0;1564;lubuskie;1338.0
3518;czwartek;2021-06-03;42;12.0;104.0;4882;łódzkie;3887.0
3519;czwartek;2021-06-03;45;8.0;75.0;3898;małopolskie;4148.0
3520;czwartek;2021-06-03;58;3.0;168.0;18657;mazowieckie;8628.0
3521;czwartek;2021-06-03;31;3.0;36.0;1627;opolskie;1162.0
3522;czwartek;2021-06-03;16;5.0;32.0;1806;podkarpackie;2491.0
3523;czwartek;2021-06-03;19;1.0;35.0;1167;podlaskie;1069.0
3524;czwartek;2021-06-03;23;3.0;38.0;3733;pomorskie;3712.0
3525;czwartek;2021-06-03;69;14.0;153.0;5440;śląskie;6184.0
3526;czwartek;2021-06-03;12;4.0;29.0;1146;świętokrzyskie;1434.0
3527;czwartek;2021-06-03;11;1.0;42.0;1274;warmińsko-mazurskie;1472.0
3528;czwartek;2021-06-03;62;3.0;122.0;6384;wielkopolskie;3933.0
3529;czwartek;2021-06-03;32;7.0;62.0;2765;zachodniopomorskie;2408.0
3530;piątek;2021-06-04;319;26.0;1292.0;60961;cały kraj;33285.0
3531;piątek;2021-06-04;23;2.0;127.0;4595;dolnośląskie;2335.0
3532;piątek;2021-06-04;15;3.0;53.0;1865;kujawsko-pomorskie;1339.0
3533;piątek;2021-06-04;12;0.0;79.0;2534;lubelskie;1167.0
3534;piątek;2021-06-04;4;0.0;26.0;1493;lubuskie;810.0
3535;piątek;2021-06-04;24;2.0;108.0;4651;łódzkie;2134.0
3536;piątek;2021-06-04;20;0.0;98.0;3560;małopolskie;3065.0
3537;piątek;2021-06-04;57;2.0;163.0;18552;mazowieckie;6790.0
3538;piątek;2021-06-04;18;1.0;44.0;1522;opolskie;657.0
3539;piątek;2021-06-04;8;0.0;25.0;1645;podkarpackie;1252.0
3540;piątek;2021-06-04;12;3.0;35.0;1052;podlaskie;799.0
3541;piątek;2021-06-04;15;0.0;65.0;3569;pomorskie;2458.0
3542;piątek;2021-06-04;30;4.0;161.0;4914;śląskie;3557.0
3543;piątek;2021-06-04;13;1.0;34.0;1036;świętokrzyskie;988.0
3544;piątek;2021-06-04;8;0.0;33.0;1172;warmińsko-mazurskie;709.0
3545;piątek;2021-06-04;38;5.0;159.0;6149;wielkopolskie;2576.0
3546;piątek;2021-06-04;19;3.0;78.0;2640;zachodniopomorskie;1347.0
3547;piątek;2021-06-05;415;38.0;1072.0;62982;cały kraj;49998.0
3548;piątek;2021-06-05;39;0.0;91.0;4690;dolnośląskie;3218.0
3549;piątek;2021-06-05;27;1.0;56.0;1856;kujawsko-pomorskie;2403.0
3550;piątek;2021-06-05;33;5.0;88.0;2559;lubelskie;2379.0
3551;piątek;2021-06-05;6;4.0;25.0;1406;lubuskie;1046.0
3552;piątek;2021-06-05;44;2.0;97.0;4954;łódzkie;3624.0
3553;piątek;2021-06-05;27;1.0;69.0;3596;małopolskie;4176.0
3554;piątek;2021-06-05;49;4.0;140.0;19451;mazowieckie;7176.0
3555;piątek;2021-06-05;14;1.0;38.0;1635;opolskie;1153.0
3556;piątek;2021-06-05;19;4.0;22.0;1829;podkarpackie;2513.0
3557;piątek;2021-06-05;6;1.0;22.0;1065;podlaskie;1108.0
3558;piątek;2021-06-05;17;2.0;56.0;3683;pomorskie;3320.0
3559;piątek;2021-06-05;31;9.0;136.0;4873;śląskie;4956.0
3560;piątek;2021-06-05;6;1.0;25.0;1086;świętokrzyskie;1313.0
3561;piątek;2021-06-05;17;1.0;28.0;1220;warmińsko-mazurskie;1494.0
3562;piątek;2021-06-05;54;1.0;108.0;6300;wielkopolskie;3765.0
3563;piątek;2021-06-05;18;1.0;70.0;2761;zachodniopomorskie;2146.0
3564;sobota;2021-06-06;312;13.0;983.0;60495;cały kraj;44710.0
3565;sobota;2021-06-06;22;0.0;91.0;4407;dolnośląskie;2847.0
3566;sobota;2021-06-06;12;0.0;40.0;1754;kujawsko-pomorskie;1728.0
3567;sobota;2021-06-06;15;1.0;54.0;2397;lubelskie;1786.0
3568;sobota;2021-06-06;3;0.0;12.0;1419;lubuskie;860.0
3569;sobota;2021-06-06;23;0.0;79.0;4716;łódzkie;2857.0
3570;sobota;2021-06-06;28;4.0;68.0;3575;małopolskie;4433.0
3571;sobota;2021-06-06;36;0.0;121.0;19245;mazowieckie;7036.0
3572;sobota;2021-06-06;19;0.0;35.0;1512;opolskie;1011.0
3573;sobota;2021-06-06;10;1.0;27.0;1742;podkarpackie;2192.0
3574;sobota;2021-06-06;5;0.0;34.0;1001;podlaskie;912.0
3575;sobota;2021-06-06;11;0.0;56.0;3518;pomorskie;2973.0
3576;sobota;2021-06-06;50;0.0;134.0;4603;śląskie;4746.0
3577;sobota;2021-06-06;4;0.0;38.0;1013;świętokrzyskie;1207.0
3578;sobota;2021-06-06;11;0.0;24.0;1097;warmińsko-mazurskie;1021.0
3579;sobota;2021-06-06;42;6.0;104.0;5899;wielkopolskie;3203.0
3580;sobota;2021-06-06;14;1.0;63.0;2585;zachodniopomorskie;1834.0
3581;poniedziałek;2021-06-07;194;8.0;878.0;58527;cały kraj;32135.0
3582;poniedziałek;2021-06-07;10;1.0;86.0;4154;dolnośląskie;1780.0
3583;poniedziałek;2021-06-07;11;1.0;34.0;1725;kujawsko-pomorskie;1363.0
3584;poniedziałek;2021-06-07;10;2.0;59.0;2212;lubelskie;1307.0
3585;poniedziałek;2021-06-07;6;0.0;19.0;1359;lubuskie;730.0
3586;poniedziałek;2021-06-07;5;0.0;72.0;4641;łódzkie;1972.0
3587;poniedziałek;2021-06-07;21;0.0;50.0;3322;małopolskie;3323.0
3588;poniedziałek;2021-06-07;27;1.0;134.0;19115;mazowieckie;5970.0
3589;poniedziałek;2021-06-07;11;0.0;30.0;1465;opolskie;774.0
3590;poniedziałek;2021-06-07;6;1.0;18.0;1569;podkarpackie;1525.0
3591;poniedziałek;2021-06-07;9;0.0;27.0;940;podlaskie;697.0
3592;poniedziałek;2021-06-07;7;0.0;37.0;3564;pomorskie;1987.0
3593;poniedziałek;2021-06-07;26;1.0;119.0;4412;śląskie;3807.0
3594;poniedziałek;2021-06-07;4;0.0;27.0;1006;świętokrzyskie;1016.0
3595;poniedziałek;2021-06-07;3;0.0;23.0;1089;warmińsko-mazurskie;698.0
3596;poniedziałek;2021-06-07;23;0.0;107.0;5604;wielkopolskie;2135.0
3597;poniedziałek;2021-06-07;9;1.0;36.0;2337;zachodniopomorskie;1344.0
3598;wtorek;2021-06-08;400;95.0;652.0;63352;cały kraj;64590.0
3599;wtorek;2021-06-08;33;8.0;62.0;4809;dolnośląskie;4655.0
3600;wtorek;2021-06-08;14;5.0;28.0;1959;kujawsko-pomorskie;3310.0
3601;wtorek;2021-06-08;29;3.0;27.0;2615;lubelskie;3202.0
3602;wtorek;2021-06-08;14;2.0;16.0;1452;lubuskie;1793.0
3603;wtorek;2021-06-08;37;6.0;61.0;4960;łódzkie;4884.0
3604;wtorek;2021-06-08;31;12.0;56.0;3922;małopolskie;5032.0
3605;wtorek;2021-06-08;56;6.0;77.0;19505;mazowieckie;10080.0
3606;wtorek;2021-06-08;12;2.0;36.0;1621;opolskie;1447.0
3607;wtorek;2021-06-08;33;2.0;13.0;1737;podkarpackie;2869.0
3608;wtorek;2021-06-08;4;3.0;14.0;1084;podlaskie;1467.0
3609;wtorek;2021-06-08;18;1.0;45.0;3713;pomorskie;3963.0
3610;wtorek;2021-06-08;30;17.0;88.0;5072;śląskie;7029.0
3611;wtorek;2021-06-08;16;18.0;14.0;1072;świętokrzyskie;1594.0
3612;wtorek;2021-06-08;13;5.0;17.0;1330;warmińsko-mazurskie;2164.0
3613;wtorek;2021-06-08;33;2.0;72.0;5957;wielkopolskie;4852.0
3614;wtorek;2021-06-08;20;3.0;23.0;2535;zachodniopomorskie;2824.0
3615;środa;2021-06-09;428;108.0;378.0;59658;cały kraj;58099.0
3616;środa;2021-06-09;44;10.0;41.0;4482;dolnośląskie;4122.0
3617;środa;2021-06-09;16;7.0;14.0;1804;kujawsko-pomorskie;2766.0
3618;środa;2021-06-09;32;9.0;16.0;2512;lubelskie;2719.0
3619;środa;2021-06-09;8;2.0;10.0;1335;lubuskie;1525.0
3620;środa;2021-06-09;36;13.0;22.0;4743;łódzkie;4284.0
3621;środa;2021-06-09;36;6.0;19.0;3799;małopolskie;4605.0
3622;środa;2021-06-09;58;19.0;56.0;18796;mazowieckie;9296.0
3623;środa;2021-06-09;13;0.0;15.0;1569;opolskie;1204.0
3624;środa;2021-06-09;4;1.0;10.0;1625;podkarpackie;2660.0
3625;środa;2021-06-09;8;4.0;16.0;993;podlaskie;1267.0
3626;środa;2021-06-09;8;1.0;22.0;3369;pomorskie;3929.0
3627;środa;2021-06-09;47;11.0;46.0;4758;śląskie;6099.0
3628;środa;2021-06-09;10;2.0;14.0;1020;świętokrzyskie;1558.0
3629;środa;2021-06-09;15;5.0;7.0;1137;warmińsko-mazurskie;1723.0
3630;środa;2021-06-09;56;14.0;37.0;5343;wielkopolskie;4540.0
3631;środa;2021-06-09;28;4.0;30.0;2353;zachodniopomorskie;2619.0
3632;czwartek;2021-06-10;382;84.0;613.0;57127;cały kraj;53235.0
3633;czwartek;2021-06-10;36;7.0;62.0;4134;dolnośląskie;3093.0
3634;czwartek;2021-06-10;14;0.0;18.0;1755;kujawsko-pomorskie;2443.0
3635;czwartek;2021-06-10;39;7.0;44.0;2442;lubelskie;2754.0
3636;czwartek;2021-06-10;12;0.0;9.0;1262;lubuskie;1427.0
3637;czwartek;2021-06-10;34;10.0;66.0;4531;łódzkie;3809.0
3638;czwartek;2021-06-10;31;8.0;53.0;3570;małopolskie;3897.0
3639;czwartek;2021-06-10;41;13.0;67.0;18542;mazowieckie;8396.0
3640;czwartek;2021-06-10;9;1.0;17.0;1468;opolskie;1416.0
3641;czwartek;2021-06-10;11;3.0;15.0;1459;podkarpackie;2548.0
3642;czwartek;2021-06-10;14;2.0;17.0;934;podlaskie;1105.0
3643;czwartek;2021-06-10;14;1.0;31.0;2988;pomorskie;3366.0
3644;czwartek;2021-06-10;44;11.0;66.0;4574;śląskie;6350.0
3645;czwartek;2021-06-10;15;4.0;25.0;1093;świętokrzyskie;1602.0
3646;czwartek;2021-06-10;10;2.0;20.0;1041;warmińsko-mazurskie;1376.0
3647;czwartek;2021-06-10;43;14.0;64.0;5152;wielkopolskie;4131.0
3648;czwartek;2021-06-10;9;1.0;38.0;2167;zachodniopomorskie;2121.0
3649;piątek;2021-06-11;341;68.0;730.0;56809;cały kraj;54667.0
3650;piątek;2021-06-11;29;4.0;67.0;4151;dolnośląskie;4154.0
3651;piątek;2021-06-11;13;6.0;23.0;1661;kujawsko-pomorskie;2477.0
3652;piątek;2021-06-11;30;2.0;48.0;2479;lubelskie;2342.0
3653;piątek;2021-06-11;4;1.0;4.0;1296;lubuskie;1430.0
3654;piątek;2021-06-11;29;3.0;70.0;4475;łódzkie;3773.0
3655;piątek;2021-06-11;26;8.0;65.0;3430;małopolskie;3809.0
3656;piątek;2021-06-11;54;13.0;98.0;18988;mazowieckie;9051.0
3657;piątek;2021-06-11;5;0.0;30.0;1442;opolskie;1184.0
3658;piątek;2021-06-11;17;0.0;15.0;1381;podkarpackie;2508.0
3659;piątek;2021-06-11;9;2.0;25.0;879;podlaskie;1213.0
3660;piątek;2021-06-11;19;2.0;33.0;3049;pomorskie;3707.0
3661;piątek;2021-06-11;36;2.0;101.0;4302;śląskie;5957.0
3662;piątek;2021-06-11;5;6.0;15.0;1105;świętokrzyskie;1513.0
3663;piątek;2021-06-11;9;4.0;15.0;993;warmińsko-mazurskie;1502.0
3664;piątek;2021-06-11;33;10.0;81.0;5040;wielkopolskie;4057.0
3665;piątek;2021-06-11;15;5.0;36.0;2119;zachodniopomorskie;2093.0
3666;piątek;2021-06-12;239;47.0;611.0;57526;cały kraj;55994.0
3667;piątek;2021-06-12;23;6.0;70.0;4161;dolnośląskie;3786.0
3668;piątek;2021-06-12;15;3.0;34.0;1565;kujawsko-pomorskie;2455.0
3669;piątek;2021-06-12;19;1.0;42.0;2589;lubelskie;2598.0
3670;piątek;2021-06-12;6;0.0;12.0;1316;lubuskie;1334.0
3671;piątek;2021-06-12;22;1.0;42.0;4523;łódzkie;4102.0
3672;piątek;2021-06-12;15;2.0;42.0;3328;małopolskie;4361.0
3673;piątek;2021-06-12;40;3.0;79.0;19788;mazowieckie;8364.0
3674;piątek;2021-06-12;6;1.0;40.0;1447;opolskie;1141.0
3675;piątek;2021-06-12;10;3.0;10.0;1495;podkarpackie;2408.0
3676;piątek;2021-06-12;5;1.0;16.0;896;podlaskie;1181.0
3677;piątek;2021-06-12;12;5.0;25.0;3017;pomorskie;3647.0
3678;piątek;2021-06-12;13;7.0;73.0;4158;śląskie;6324.0
3679;piątek;2021-06-12;5;5.0;10.0;1126;świętokrzyskie;1505.0
3680;piątek;2021-06-12;5;2.0;15.0;985;warmińsko-mazurskie;1468.0
3681;piątek;2021-06-12;24;3.0;54.0;4939;wielkopolskie;4050.0
3682;piątek;2021-06-12;13;4.0;45.0;2179;zachodniopomorskie;2038.0
3683;sobota;2021-06-13;227;11.0;369.0;55191;cały kraj;48409.0
3684;sobota;2021-06-13;20;1.0;36.0;3937;dolnośląskie;2873.0
3685;sobota;2021-06-13;8;0.0;23.0;1424;kujawsko-pomorskie;1839.0
3686;sobota;2021-06-13;15;1.0;12.0;2507;lubelskie;1661.0
3687;sobota;2021-06-13;5;0.0;10.0;1308;lubuskie;973.0
3688;sobota;2021-06-13;12;2.0;28.0;4451;łódzkie;3046.0
3689;sobota;2021-06-13;13;0.0;24.0;3201;małopolskie;4436.0
3690;sobota;2021-06-13;37;0.0;56.0;19615;mazowieckie;7315.0
3691;sobota;2021-06-13;8;0.0;19.0;1317;opolskie;1102.0
3692;sobota;2021-06-13;17;0.0;17.0;1343;podkarpackie;2202.0
3693;sobota;2021-06-13;6;1.0;12.0;798;podlaskie;995.0
3694;sobota;2021-06-13;10;0.0;13.0;2860;pomorskie;3252.0
3695;sobota;2021-06-13;32;1.0;29.0;3875;śląskie;6010.0
3696;sobota;2021-06-13;3;0.0;15.0;1146;świętokrzyskie;1399.0
3697;sobota;2021-06-13;5;0.0;10.0;893;warmińsko-mazurskie;926.0
3698;sobota;2021-06-13;26;3.0;48.0;4589;wielkopolskie;3150.0
3699;sobota;2021-06-13;4;2.0;17.0;1908;zachodniopomorskie;1647.0
3700;poniedziałek;2021-06-14;140;1.0;416.0;55463;cały kraj;33251.0
3701;poniedziałek;2021-06-14;8;0.0;26.0;3976;dolnośląskie;1725.0
3702;poniedziałek;2021-06-14;6;0.0;19.0;1396;kujawsko-pomorskie;1086.0
3703;poniedziałek;2021-06-14;8;0.0;38.0;2733;lubelskie;1388.0
3704;poniedziałek;2021-06-14;2;0.0;6.0;1331;lubuskie;748.0
3705;poniedziałek;2021-06-14;16;0.0;45.0;4387;łódzkie;2018.0
3706;poniedziałek;2021-06-14;9;0.0;29.0;3019;małopolskie;3054.0
3707;poniedziałek;2021-06-14;29;0.0;60.0;20401;mazowieckie;6186.0
3708;poniedziałek;2021-06-14;5;0.0;22.0;1198;opolskie;623.0
3709;poniedziałek;2021-06-14;2;0.0;16.0;1289;podkarpackie;1703.0
3710;poniedziałek;2021-06-14;1;0.0;7.0;740;podlaskie;679.0
3711;poniedziałek;2021-06-14;7;0.0;13.0;3009;pomorskie;2203.0
3712;poniedziałek;2021-06-14;13;0.0;36.0;3652;śląskie;3833.0
3713;poniedziałek;2021-06-14;5;0.0;13.0;1295;świętokrzyskie;958.0
3714;poniedziałek;2021-06-14;4;0.0;12.0;875;warmińsko-mazurskie;741.0
3715;poniedziałek;2021-06-14;14;1.0;53.0;4338;wielkopolskie;2166.0
3716;poniedziałek;2021-06-14;6;0.0;18.0;1816;zachodniopomorskie;1363.0
3717;wtorek;2021-06-15;215;52.0;358.0;60547;cały kraj;58596.0
3718;wtorek;2021-06-15;14;9.0;34.0;4401;dolnośląskie;3952.0
3719;wtorek;2021-06-15;8;1.0;17.0;1697;kujawsko-pomorskie;3087.0
3720;wtorek;2021-06-15;25;1.0;15.0;3587;lubelskie;2990.0
3721;wtorek;2021-06-15;4;2.0;5.0;1376;lubuskie;1521.0
3722;wtorek;2021-06-15;27;3.0;25.0;4730;łódzkie;4189.0
3723;wtorek;2021-06-15;12;6.0;29.0;3476;małopolskie;4391.0
3724;wtorek;2021-06-15;30;4.0;39.0;21281;mazowieckie;8627.0
3725;wtorek;2021-06-15;0;2.0;17.0;1248;opolskie;1300.0
3726;wtorek;2021-06-15;5;2.0;11.0;1455;podkarpackie;2801.0
3727;wtorek;2021-06-15;5;1.0;6.0;831;podlaskie;1389.0
3728;wtorek;2021-06-15;9;2.0;15.0;3149;pomorskie;3867.0
3729;wtorek;2021-06-15;23;8.0;49.0;4164;śląskie;6528.0
3730;wtorek;2021-06-15;7;2.0;8.0;1574;świętokrzyskie;1425.0
3731;wtorek;2021-06-15;9;1.0;12.0;1003;warmińsko-mazurskie;1797.0
3732;wtorek;2021-06-15;21;7.0;59.0;4662;wielkopolskie;4013.0
3733;wtorek;2021-06-15;13;1.0;15.0;1889;zachodniopomorskie;2595.0
3734;środa;2021-06-16;241;62.0;227.0;60040;cały kraj;54611.0
3735;środa;2021-06-16;17;5.0;12.0;4158;dolnośląskie;3780.0
3736;środa;2021-06-16;21;3.0;12.0;1574;kujawsko-pomorskie;2592.0
3737;środa;2021-06-16;16;2.0;10.0;4083;lubelskie;2664.0
3738;środa;2021-06-16;1;0.0;9.0;1308;lubuskie;1344.0
3739;środa;2021-06-16;23;3.0;12.0;4706;łódzkie;3808.0
3740;środa;2021-06-16;19;2.0;28.0;3186;małopolskie;4423.0
3741;środa;2021-06-16;25;10.0;31.0;21771;mazowieckie;7905.0
3742;środa;2021-06-16;12;4.0;7.0;1240;opolskie;1269.0
3743;środa;2021-06-16;7;0.0;7.0;1425;podkarpackie;2423.0
3744;środa;2021-06-16;7;1.0;9.0;759;podlaskie;1227.0
3745;środa;2021-06-16;8;3.0;9.0;3002;pomorskie;3548.0
3746;środa;2021-06-16;23;13.0;29.0;3849;śląskie;6498.0
3747;środa;2021-06-16;6;6.0;8.0;1660;świętokrzyskie;1479.0
3748;środa;2021-06-16;2;1.0;8.0;984;warmińsko-mazurskie;1501.0
3749;środa;2021-06-16;28;8.0;23.0;4380;wielkopolskie;4194.0
3750;środa;2021-06-16;20;1.0;13.0;1925;zachodniopomorskie;2313.0
3751;czwartek;2021-06-17;218;46.0;446.0;61041;cały kraj;51409.0
3752;czwartek;2021-06-17;24;5.0;43.0;4148;dolnośląskie;3335.0
3753;czwartek;2021-06-17;10;1.0;18.0;1500;kujawsko-pomorskie;2063.0
3754;czwartek;2021-06-17;12;3.0;40.0;4860;lubelskie;2286.0
3755;czwartek;2021-06-17;5;2.0;13.0;1248;lubuskie;1328.0
3756;czwartek;2021-06-17;13;3.0;49.0;4755;łódzkie;3756.0
